"geneid","length"
"LHPP",2561
"ENTPD6",2519
"MIR6894",3604
"DCT",9051
"ZNF345",9131
"C9orf116",7607
"NOX5",2936
"BAP1",1371
"LINC01571",2640
"MMP1",2097
"TMUB2",4101
"AOC2",9808
"GUCY1A1",1806
"PHAX",2524
"ZNF671",3881
"ITIH6",6413
"COL8A2",4607
"USP13",5417
"CCDC142",3173
"MVK",10148
"TCEA1",5565
"KSR1",3223
"LINC01184",6161
"KIF1B",1457
"CC2D2A",10837
"NTSR2",4747
"ANXA2P3",3294
"ZDHHC11",3548
"IL3RA",2424
"MLNR",1887
"CFLAR",1469
"ZDHHC15",1836
"CTDSPL2",5104
"ZCCHC3",2051
"TERC",13928
"RESP18",2041
"PLA2G3",3285
"KCNQ2",7456
"PMEPA1",2472
"TMCO5A",2019
"SNORD34",10580
"C1orf123",2270
"CCL24",4805
"MIR4511",4215
"PDCD2L",3014
"SORCS3",1396
"ITPRID1",7087
"ZFX-AS1",1128
"SNHG17",1952
"TTTY14",3083
"FBXO8",4108
"C8orf33",1544
"CYB5R2",1039
"CD14",8941
"NBR2",4432
"NRARP",5021
"ANKRD63",3536
"LOC101928443",5419
"SNORD115-9",2832
"MIR1537",7378
"AIG1",3030
"SLC37A4",1855
"SNORD116-21",2142
"ADGB",2185
"L3MBTL4-AS1",7675
"LINC01339",6186
"PTENP1-AS",2740
"INTS5",3290
"SCNN1A",4828
"LOC105369340",3875
"MIR4487",1417
"TGFA",5008
"TCP11L2",2594
"TCEAL6",4914
"CCDC124",2008
"TSPY8",7377
"NFKBIE",3773
"PROS1",2059
"FAM222A",4299
"MIR1294",4929
"BPIFA3",3073
"DNAH5",8152
"LINC01796",6109
"LINC01915",4335
"EXTL2",3445
"SBF2",3371
"ZHX1-C8orf76",1729
"KIAA1551",1393
"LOC100505797",6687
"RAB22A",4439
"ZNF782",6783
"PRPH2",3631
"C17orf99",10807
"BAAT",1204
"SPTAN1",1132
"ELAVL4",12567
"FZD7",11286
"PRELID2",7686
"ORM2",3614
"OOEP",2337
"LOC730183",3101
"SCO2",2733
"DCP2",3841
"FAM110B",710
"SLC39A12",3399
"TGFB3",8042
"UBE2D2",7315
"CDA",4382
"ZBTB8A",2623
"ERMP1",4443
"HTR3E-AS1",5723
"TRIM49D1",8390
"LINC00396",4734
"LAMC3",2194
"RABIF",3630
"USP17L9P",4601
"TMEM100",7810
"MIR6795",7051
"LOC100129291",4011
"S100A12",3158
"CELF2",2893
"OS9",7961
"ITGBL1",3138
"MIR3977",5747
"GOLGA8B",5294
"MIR3180-1",7705
"SLC35A3",6529
"NCK1-DT",10024
"GATA3-AS1",8593
"RNF212",4979
"MIR548XHG",3271
"MTCL1",3626
"ZNF546",6776
"PABPC5",4956
"ITPR1",2593
"METAP2",7908
"SERTAD4-AS1",7257
"ARSD",6616
"CDSN",5158
"LOC105378614",6097
"PER3",7933
"PACRG-AS2",5062
"GPATCH8",5848
"PUM1",2899
"HTR3E",12388
"LOC399886",4473
"MRPL44",6112
"LOC100507283",694
"NECAP2",5082
"RBMXL3",6071
"CTH",3738
"SRPK1",1642
"ICOSLG",7393
"LUZP4",4694
"C1orf116",4543
"CALHM1",7779
"PLEKHA6",5321
"MIR4779",2708
"GAS8",5399
"LINC00208",3030
"RARS2",6666
"TRMT13",3853
"TAS2R3",6380
"ATE1",6029
"TMEM126A",5919
"ZFAS1",3996
"SSTR5",648
"C6orf52",5325
"PAFAH1B3",3836
"CHMP4C",3278
"SLC25A35",7562
"OR2T10",6393
"CDK19",1511
"GSDMD",3947
"RFC5",7245
"HNRNPH2",8144
"LOC105372068",8630
"CAMTA2",9233
"LY96",5817
"SMIM20",11572
"ABCB9",1243
"TERF2IP",2841
"MIR6514",1042
"OR52N2",1793
"MIR138-2",5725
"SHROOM3",2167
"ISCU",2484
"SNORD116-7",1096
"MIR1262",5112
"ZBTB44",1032
"OR2B11",348
"SPRED3",4817
"DCK",9279
"LOC101926962",4006
"SMIM7",8307
"TBX22",3300
"ACTG1",6136
"TRAF3IP1",9063
"ARID4A",6061
"TMEM63B",4073
"REX1BD",4945
"KIR2DL4",4698
"RHOXF1",1373
"CD101",4996
"ZNF618",2445
"SLC35A2",7145
"DAPP1",6436
"CACFD1",3201
"FAXDC2",4668
"ZFP36L2",1302
"GPC2",5104
"ALDH3B2",3498
"PPM1F",6200
"CEP250",3013
"RNF144A",3326
"DMRTA1",3347
"MIR4696",5764
"DDAH2",13618
"PPFIA3",2646
"NECAB1",5211
"PCDHA11",8227
"RPS5",7756
"PTH2R",2558
"LOC102724153",1921
"CGREF1",1026
"MIR1225",3588
"DHRS12",2820
"VCY1B",3061
"TRIM54",3733
"ZC4H2",1799
"DHRS13",1246
"COQ3",3473
"DYNLT3",6859
"TRERF1",4892
"CD1D",9411
"GJC1",12204
"LOC285626",2562
"SMARCD1",2464
"TP53I13",4859
"OTOP2",1417
"LINC00941",5308
"WDR59",18157
"RORA-AS2",1991
"DNAJC6",3621
"CRK",2283
"UBE2L3",4964
"HIST1H2BN",8099
"TENT5B",14162
"ZNF432",2224
"PTCH2",9115
"GALNT14",6770
"LOC101927635",9105
"SUGT1P4-STRA6LP-CCDC180",12028
"EPHA8",4159
"MIR7849",2249
"SMAD2",1603
"LOC101927795",3001
"TMEM262",1624
"LYPD3",4384
"HERC2",1502
"PIM3",8025
"IL1F10",9938
"MIR191",3500
"ZNF684",2711
"VSX2",5779
"KIAA1257",1454
"LINC02554",1022
"GAS5",2464
"CAPNS2",2654
"LOC401127",3310
"TTC16",1528
"NEFH",3198
"MT1G",6380
"MIR6511A2",3973
"TACC3",6232
"CELSR3",2857
"UTP4",9118
"C1orf146",2605
"IMPAD1",10217
"RPLP1",7076
"OR52R1",724
"ZNF876P",8873
"KIAA1211L",8513
"TMEM151B",6676
"APOBEC2",2456
"MIR5194",4242
"ZNF252P",6520
"STMN4",2330
"DNASE1L2",5639
"CREB1",2890
"SNORD90",10898
"ITPR1-DT",4714
"KLHDC3",3687
"HS6ST2",4133
"LINC01968",1991
"CHRM3-AS2",1982
"LINC00636",7604
"ZNF804B",5633
"IFNL1",17142
"OR5A1",5225
"MUC13",6195
"LINC00381",3936
"KLHL24",7339
"ATAD3A",832
"UTS2R",10906
"CARD14",4847
"GABARAPL2",4283
"SPDYE5",7066
"ATP2B1",3246
"GATB",4641
"MARCH3",7541
"SRGAP3-AS2",6065
"LOC105375787",3430
"MRAP2",921
"MIR376A1",14499
"TMEM167B",2411
"FASTKD5",8302
"PLSCR1",5170
"GSAP",3493
"MIR1911",3561
"LOC100506406",6431
"FAM91A1",4490
"CPNE9",1427
"CYP51A1",2843
"EGFLAM-AS4",2033
"RNF168",7122
"C21orf58",3055
"CCZ1",3397
"ZNF691",2515
"DPY19L1P1",6045
"DMXL1",654
"LINC01312",6216
"ZNF136",7555
"LINC01687",5813
"LINC00470",3615
"FLI1",8492
"IFIT3",2111
"FGD5P1",12427
"LGALS9",9223
"DSG3",5321
"NLRP7",9843
"LINC00638",3093
"FKBP14",2054
"LOC101929718",2451
"NTMT1",1376
"PDZRN4",2950
"TAPBP",1220
"MUC5B",6970
"ZFYVE19",6569
"ASH1L-AS1",705
"WDR11",2857
"CCL26",3689
"MIR2355",3687
"LINC02392",3093
"TFAP4",7815
"DNAJC9",2378
"HIST2H2BA",3565
"HIST1H3F",5912
"KDM2B",13230
"ZNF273",7005
"PPP1R18",2648
"C7",3688
"RTL9",414
"LINC01474",5064
"MGC15885",17290
"CSNK1A1L",3318
"ATR",3122
"CDRT1",7619
"RHOA",3948
"LSM12",6821
"POLA2",12750
"ST6GALNAC3",7535
"MST1R",6408
"FANK1-AS1",6336
"ITGB3",5046
"GAPDH",1904
"BDKRB2",3840
"LINC00885",4606
"C1orf100",1402
"FER1L6",5382
"HIST1H2AC",2360
"EZR-AS1",4440
"NOC4L",1437
"MIR3689E",1150
"UBXN2B",3340
"MIR3160-1",1500
"LTA",9671
"GIMAP1",10265
"MRPS17",4060
"PIM1",10948
"PTCD1",4312
"GPR1-AS",5138
"SNORA63",14628
"MYH2",2790
"GADD45GIP1",3094
"EHD4-AS1",3953
"FAM110D",5127
"PXDNL",10596
"HIST1H2BA",4672
"ELF2",3380
"SYT14",6840
"UPK1A",2810
"SMIM1",7295
"HOXB9",7618
"UGT1A1",2423
"BPNT1",3894
"LINC01609",20839
"MIR6779",3265
"FBN3",3199
"TDRD9",2469
"PHYHIPL",3335
"TERF2",6808
"CSKMT",6027
"TXNIP",3574
"MFF",3172
"CDX4",3302
"AZIN2",441
"MIR8056",5120
"FSIP1",2764
"OR4F6",5677
"CLCN7",7291
"CCDC181",3821
"ARHGEF9-IT1",1626
"LINC02289",3816
"KLHL4",7027
"LINC00297",2540
"SKIV2L",8051
"H3F3C",6078
"ACOXL-AS1",2744
"CHMP6",2648
"PLXND1",894
"SPAG9",3748
"VAC14-AS1",9573
"LINC01728",7457
"NFX1",1495
"LOC283856",1814
"INKA1",2164
"KIF21A",2118
"ZNF26",10074
"BHMG1",7538
"CSRP1",3480
"TNFSF15",1579
"LINC01015",9195
"SPO11",20370
"FARS2",6980
"LOC284950",8799
"COMMD3",2713
"UGT2B10",866
"ARHGAP10",5577
"DNAH12",4118
"NRBF2",4711
"TMEM185B",5228
"SYT2",1316
"ASXL2",5488
"RIPK2",10197
"SH3BP1",2441
"TUBGCP6",3219
"PABPC4-AS1",2029
"SNORA2B",1465
"PYCARD-AS1",4282
"OTOP1",15833
"LCE1C",7058
"FAM230C",516
"SLC18A2",613
"AK4",2933
"COL6A1",7240
"HIC2",3354
"MIR759",4734
"MIR6735",1753
"MIR4288",1048
"CD274",9611
"LRR1",3541
"FBXW11",8298
"MARCH8",2679
"TDP2",1084
"MTHFS",2064
"KDM4B",8928
"MIR101-2",636
"STX8",3577
"FGL1",577
"SESTD1",1137
"KCTD21",4066
"STK3",596
"FBF1",2405
"ZNF829",7044
"STAG3",7393
"PRPF8",4538
"PLK2",8909
"ALG13",3195
"TRAM2-AS1",2613
"HMGB1",8402
"PBX4",2428
"IFT43",2051
"MARCH10",2467
"LOC101928489",3220
"LINC02529",10585
"MIR593",4726
"AMTN",5126
"MIR4670",14126
"VPS72",9648
"LINC01727",3223
"SERPINE2",4593
"VRTN",3385
"CAMLG",835
"CKAP2",8945
"MAT2B",9340
"IL17RA",11605
"SLC9A3R2",2675
"CIDEC",3800
"TSACC",2757
"CLCNKB",9285
"FAM221B",5579
"LINC01451",4094
"LINC00560",5748
"ZNF223",1686
"MIR4456",5106
"SPAG11A",5099
"TCEAL7",9251
"HDAC4-AS1",5619
"HLTF",4344
"MFAP1",1038
"CLPP",5457
"GTF2H4",2763
"NUDC",1662
"ABCA9",803
"SERPINI1",7583
"CCNYL2",2599
"CCDC110",3040
"C20orf141",6819
"MIR4429",5405
"SNORD12",1301
"KCNN4",2899
"PRR19",6498
"NOX3",2857
"KBTBD7",4157
"LEKR1",3052
"EXOC3L2",6962
"POLD3",2667
"THRAP3",2667
"TRPC4AP",2504
"OCM2",2504
"LOC101927877",2774
"MIR342",7698
"EXOG",8894
"OR2T4",1624
"COL25A1",6279
"SNCA",2275
"ECSIT",4673
"TCEA3",1379
"GATM",390
"MIR670",11199
"SIN3B",6808
"CYP2B7P",4029
"THUMPD3",8371
"SNORD42B",3481
"RERE-AS1",1775
"ITGA7",4393
"CCDC120",2519
"GZMH",4090
"USP17L3",2551
"NUP37",1833
"OR52E2",13962
"DLX1",1518
"MTERF2",4690
"CSNK1D",16300
"LINC01054",7732
"MPPED2",4807
"ZNF804A",6398
"OR8U1",6507
"LOC101929464",5133
"CCR4",3877
"AP1G2",2212
"TRIP4",4177
"LINC01484",2895
"C7orf50",1277
"MAGEB4",3594
"RNF146",2044
"MIR8074",4729
"TMEM170A",8522
"ISLR",8083
"FAM151A",666
"RAB1B",3499
"CHD2",11558
"LINC01365",4479
"SURF4",6523
"HEATR5A",3136
"NAP1L1",4298
"CIB3",648
"TBC1D32",4834
"PROSER3",1642
"TICAM1",5174
"HAND2",950
"TTTY21",3278
"SAP18",942
"NFATC2IP",1616
"IMP4",1914
"LOC105379143",3306
"PMP22",1880
"SUB1",1151
"LOC101928324",2019
"ANTXR1",1072
"PRKY",15055
"LINC00937",4329
"PRKCA-AS1",1089
"TMEM187",5743
"CYP4A11",7078
"C11orf58",3050
"ARL6IP6",5852
"MRGPRX3",2352
"NFAM1",6330
"NPFFR2",2172
"RNMT",17254
"NDUFA4L2",11349
"TGFB2-OT1",3237
"IL18BP",2328
"SNORD115-32",2137
"LINC-ROR",1962
"LRRC4C",16487
"TRUB1",6030
"SPATS2L",4361
"ATP12A",2107
"MIR4286",2000
"FAM173B",8192
"KCNIP2-AS1",5078
"KCNMB4",2441
"MZT2A",11901
"MIR4322",2231
"MIR4539",4783
"MIR203A",2183
"ANPEP",5717
"MIR3650",1832
"PILRB",2889
"DNTT",10680
"USF3",480
"THAP10",521
"TMEM255A",19465
"OR14I1",4270
"TMEM203",6279
"KCNK5",1347
"C12orf29",10593
"ROGDI",10852
"REV3L",2807
"HPSE2",8337
"CLU",750
"CDK5",1299
"ACVR2B-AS1",5965
"GALNT6",3766
"SCLY",4788
"SNORD121B",5280
"LINC01143",1908
"AIF1",7227
"FEM1C",6272
"PXMP2",5570
"DIPK1A",3779
"TRIM67",7819
"SNORD115-44",4461
"PPM1D",2778
"C16orf87",3885
"JAGN1",3005
"DNAJA2",2797
"CHN1",7799
"PIK3CD-AS2",3081
"ZNF433",1353
"SYTL1",6245
"BRF1",3858
"HCAR2",766
"MIR4293",835
"PQLC3",11297
"SOCS7",3082
"USO1",2473
"HP1BP3",403
"LINC02011",6959
"C19orf54",4686
"LINC01099",3935
"ENOSF1",2609
"MPP4",6623
"NAGPA",5367
"SHPRH",3897
"TM4SF18",3324
"MROH5",6640
"SEMA4A",2823
"EDN2",5193
"INO80B-WBP1",3316
"ORC6",2283
"RSF1",1571
"NEDD1",4208
"CES1",12314
"STAC",3215
"MIR3529",9043
"OR8G1",5546
"SLC9A7",2341
"ZNF598",1674
"LDHAL6A",7726
"MAK",5292
"FOCAD-AS1",1516
"MIR3974",3549
"RELT",1790
"LINC01524",2244
"FAM72B",1352
"OTX2",3625
"NRCAM",1109
"LINC01526",1094
"SIAH1",3096
"SULT2B1",2254
"HIST2H3D",839
"MIR6753",3759
"RPL37A",7400
"ZNF330",3950
"ERICH6",6329
"LOC101926892",2278
"LOC100131496",8065
"OR6C3",13442
"KNG1",4859
"MFRP",3911
"GALK2",3134
"TNFRSF11B",1455
"DEFB114",2276
"RUSC1",1665
"TBC1D15",6484
"CD276",10277
"BPIFA1",7330
"FBXO17",5979
"SBSPON",2128
"LINC00307",3110
"MIR6724-2",1532
"KRBA2",8328
"SOCS1",5716
"ITGB5",3982
"MIR96",3213
"SMIM22",4778
"LDHD",5553
"OR1G1",9999
"ARHGAP30",1608
"DIPK2B",3238
"CHRM2",8224
"YAE1",3601
"PRSS30P",10628
"MKRN9P",7527
"ZNF800",2653
"LPP",6698
"FAM83A-AS1",2693
"LGALS2",823
"FAM19A3",655
"TEX41",2603
"COX5A",5787
"CCDC96",6708
"TNRC6C",5463
"HAPLN3",5855
"INTS4",5234
"EHBP1L1",918
"GCH1",2238
"NCAM1",2840
"ZNF287",5296
"LOC105371335",2092
"KCNH1",3329
"MIR3973",1073
"SPOCK3",4024
"TEKT5",6579
"VTA1",566
"HIGD2A",7055
"GLYCTK",1278
"COX10",2933
"HAUS2",5490
"NOTCH3",6980
"DENND1C",3601
"TCP11X2",5426
"HSPA12A",5190
"DEFA3",2175
"TRAK1",7078
"HCRTR2",1517
"MGME1",6953
"LRP1",3226
"GP1BA",3851
"OR6C65",2042
"LOC101929268",2607
"MIR542",2336
"KLK6",2692
"UTRN",5831
"NDP",2071
"TMEM59L",1555
"BAG2",2198
"MELK",7691
"MIR6802",1358
"SLC25A30-AS1",2210
"OR8H1",2722
"TDRD5",446
"BCRP2",1961
"ATRN",1127
"ADSL",698
"CDC42EP2",1664
"CD300LG",4175
"LOC441086",1760
"TFCP2",8676
"PFDN6",4392
"TCL1B",4430
"A1BG-AS1",2076
"KDSR",4911
"DNASE1L3",2646
"COX7B2",4414
"CT55",4342
"TTTY11",1233
"IARS",7513
"ALDH8A1",2460
"MOBP",1450
"C15orf39",2656
"RRN3",6012
"SNORA48",702
"MIR2115",1611
"POMZP3",3145
"OSBPL2",3101
"DUSP27",16295
"SFRP5",5705
"ABCB8",5511
"RALGAPA1",1929
"TBC1D2",8727
"MIR1207",8502
"SYNM",2197
"UBA5",4843
"LOC100507468",21157
"MAGOH",2908
"CDHR1",4443
"MIR3688-1",3635
"ZSCAN1",5077
"MIR3161",19251
"LOC100144595",7507
"SNAP47",7014
"KRBA1",23148
"CCT7",2356
"PPRC1",6243
"KRTAP19-7",1666
"CEP135",537
"SETD6",4044
"POLR2A",2203
"MUC1",3478
"ITGB1BP1",1431
"LOC344967",1863
"NOSTRIN",2206
"RAP1A",3382
"LOC101927478",4815
"GIMAP8",2149
"GTF2IP1",613
"GPRC6A",2311
"LOC105379030",936
"ANKDD1B",1865
"LINC01447",6959
"TMEM154",2508
"RHPN1",2772
"LY86-AS1",4091
"TJP2",893
"MIR16-1",2216
"STARD9",3794
"ZFAND3",4796
"MIR4473",1160
"DNAH10",1701
"RFC3",4548
"HSD17B2",7093
"MIR4525",2391
"FOXN3-AS1",3949
"ZNF674-AS1",3195
"LOC101928700",1732
"LOC105371795",985
"ELL",2176
"PMCH",3817
"SNHG18",5754
"SESN3",5089
"FLOT2",6414
"CLIP1",3381
"DIPK1C",5227
"RGS14",4469
"MIR765",4806
"MRPL30",2888
"AGAP1-IT1",7157
"FBXL21",865
"CASC3",7039
"OR56B1",5181
"PRR14L",5600
"SDS",1298
"TRIM64",1243
"EFHD1",4576
"ANXA8",3398
"ZNF438",2562
"RWDD3",22042
"FLVCR1-DT",5052
"SGCZ",17575
"LOC101928525",5430
"PCDH9-AS3",3793
"ORMDL2",3667
"PDE8B",3504
"LINC02325",5777
"TRIM52",5283
"LRP12",5692
"FERMT2",3312
"MYCBP2",11910
"LOC105371899",6227
"SOD1",4104
"SNORA78",6372
"FLG",2071
"FRRS1",3837
"SH2D6",6667
"MYH6",5299
"EFCAB6",5499
"MIR1193",13062
"CLUL1",993
"HOXC6",2231
"LOC105377267",2247
"SLC22A3",5236
"LOC101927100",2223
"BHMT2",2141
"GPCPD1",2571
"MIR9-1",2158
"HAVCR2",2629
"FAM99A",5173
"LRRC73",6235
"TBCB",8220
"LINC01335",5923
"MVP",5166
"IQCF4",4031
"LRRTM2",2449
"TEX37",5890
"GPX3",14218
"IRGC",2590
"LINC00667",1639
"ZNF783",7855
"NDUFB7",1993
"CPQ",3663
"ZNF596",2210
"RAB33B",13161
"SYT3",6013
"FAM126A",1169
"HIST2H2AA4",13796
"LIX1L",16942
"CDY2B",1178
"LINC00641",2519
"PCSK5",6863
"IGF2BP2",12612
"C5orf66-AS2",14542
"LINC00891",9494
"PCDH7",1714
"PBRM1",1101
"IZUMO4",2378
"C21orf62",1151
"TRIM25",2716
"USP22",2735
"ERC2-IT1",3686
"DEFB116",4000
"SEMA3A",4145
"PKD2L2",3623
"MRPS11",2408
"SPON1",4570
"ZNF587B",2913
"CDC73",10650
"KDM6A",2607
"BAGE2",24675
"SLC19A1",7442
"HOXC10",8622
"DEFB118",8777
"P4HA1",930
"PAIP2",7257
"C22orf24",8431
"SCART1",2018
"BCKDHB",960
"BAIAP2L1",1066
"SYP-AS1",3473
"MIR3176",2151
"STOML2",2687
"ALX3",3420
"LINC02060",5034
"NRBP2",4878
"OR2B6",3570
"ZNF823",3989
"EPOR",5916
"NEDD4L",984
"HMGN4",1646
"SNORD121A",43102
"MIR193A",11067
"CNDP1",14716
"KRTAP4-1",2676
"MINAR1",3672
"ZMIZ1-AS1",1211
"FOSB",769
"MRPS35",972
"LOC100506274",8934
"CALCOCO2",4079
"MEX3C",6920
"RPL11",3140
"PKP4",5184
"ZNF551",5113
"C6orf48",4621
"FN3KRP",1617
"ZNF69",3473
"VN1R2",18210
"BOLL",3055
"RNF165",11490
"TOE1",2361
"LINC01297",8953
"ZBTB25",5547
"APOBEC3B-AS1",6112
"FAHD2CP",4604
"SZRD1",2028
"SLC26A5",11245
"XAGE1B",4547
"ITGB2-AS1",1727
"STIM2",7849
"ESYT3",4890
"C3orf79",2547
"IRF1",4353
"MRFAP1",5271
"RPRM",9217
"TAOK2",3381
"PODXL2",2010
"B3GNT2",4420
"GULP1",772
"TRAPPC9",2472
"PCDHA1",7517
"KCNK7",6259
"CEP95",5439
"MIR6865",7689
"LINC02447",4276
"ZNF282",1154
"MCOLN2",7315
"LRRC28",3357
"SLX1B",610
"MIR4540",1099
"INHBA",3017
"CACNG5",2453
"CEACAM19",1496
"LOC101929124",2718
"RPL35",1754
"LINC01706",5137
"MIR3612",3840
"LINC01556",5457
"PRKRA",4193
"HOXA-AS2",2514
"MIR7974",2943
"PRY2",1501
"CFAP52",2573
"CRACR2A",5901
"GOLGA6C",2961
"LINC01570",6957
"LINC00847",2146
"SLAMF8",6760
"AGO4",1157
"LINC01654",1937
"CHRNG",1438
"HAR1A",904
"KIAA0040",3484
"NAAA",2532
"EFCAB7",3969
"CYP17A1",2299
"LINC01213",2358
"MIR490",3242
"KLF6",1815
"OR8A1",2537
"PRICKLE4",5250
"ZMYND12",4459
"KRTAP19-6",3652
"NETO1",13676
"ANKRD52",3958
"TMC5",11348
"OR51B4",5897
"ZNF215",997
"REG1B",789
"NGF",6210
"TNRC6A",7087
"MIR221",3696
"MAGEH1",2704
"MRPS27",6874
"LRRC37A2",16141
"DGCR2",5876
"PIK3C2B",4132
"DBN1",12878
"MIR133A1HG",2837
"NKILA",9280
"PSMB7",4036
"LINC01101",4537
"GRTP1-AS1",6188
"EIF2S3",4311
"BAZ1B",4375
"HFM1",2674
"CCDC158",6622
"APMAP",9851
"B3GNT8",2612
"MIR4780",1096
"APOBEC3D",2144
"FBXL12",9533
"GRM6",1975
"EPRS",3548
"PF4",1717
"PLCB2",12498
"GABRR1",4971
"GOLIM4",8242
"LINC01479",984
"RPL39",3583
"SCGB3A1",3958
"GNRH1",6790
"KLRC3",1870
"GGTA1P",2692
"MAPRE3",2110
"OR2M5",2240
"ZNF343",20027
"ZC2HC1B",2929
"SCARB1",3356
"NRP2",4435
"DNA2",6783
"CIRBP-AS1",11146
"ZNF207",11957
"CREB5",10045
"MIR135A1",8663
"STK10",11636
"TARBP2",12917
"LINC02483",2880
"CCDC157",8648
"MIR494",7014
"MIR3118-2",16010
"LINC00909",4753
"WISP2",8622
"TMEM9B",9454
"SNORA13",6533
"HINT3",3654
"CCL11",3674
"SAGE1",2058
"LZTFL1",7345
"SAR1A",6917
"LINC00866",18992
"GALNT3",5038
"GEM",2671
"UBD",2399
"SEC16A",3637
"TEX35",2273
"FAM205C",2359
"SNORD114-9",3356
"LRRC8E",5131
"SLX1A",3301
"NDUFV2-AS1",4101
"RASAL2-AS1",10114
"TPGS2",6831
"HNRNPA1P10",2464
"THADA",1801
"C3orf33",3502
"GINS1",9842
"LINC00592",5626
"GPSM2",1466
"ANKMY2",4140
"MIR554",3466
"AP1S2",1541
"GTF2H2B",2823
"WFDC10A",7430
"DCSTAMP",11270
"CAAP1",1972
"LOC148709",4888
"DSG1-AS1",3985
"SLC30A10",2189
"ZNF385D-AS2",3784
"MAD1L1",3276
"SNORD116-27",4331
"CHTOP",8580
"SNTB1",3270
"UBE2E3",20571
"UTAT33",2778
"GZMM",7371
"SNHG9",14037
"TEX38",4267
"ORM1",11022
"OR4M2",5216
"ABCG8",2214
"TMEM125",1503
"SLCO1C1",12010
"CD27",1159
"DHH",2539
"TACR3",3853
"GPATCH3",1865
"SNX10",4654
"SMIM10L1",3256
"SPRED1",8067
"POGK",3610
"KANTR",4189
"CLDN6",5979
"SNORD115-16",2971
"SEPHS1",4096
"ARHGAP33",10243
"ICA1L",3982
"BCL7B",4105
"ACADSB",2030
"SLC3A1",7359
"PALMD",6250
"MIR181B2",3113
"FKBPL",1506
"SENP8",3879
"DUOXA2",808
"GGT6",11328
"COX6C",8582
"TTTY20",2189
"LOC101928103",4230
"NCOR1P1",7770
"SPRYD4",5775
"NAXE",2641
"CYP2S1",10850
"BAG1",6924
"LINC00710",2190
"CYP4F29P",6434
"IL20RA",7067
"ZFAND4",20627
"LINC00557",5910
"MIR6075",4222
"LINC01422",1467
"HPGDS",2703
"DGLUCY",2586
"PSMA1",3828
"TM9SF2",910
"SEPT7P2",2275
"S100A7A",910
"FAT3",550
"ATP6V0E2",550
"C14orf39",2409
"RALGAPA1P1",4628
"ADCY5",2955
"NUBP1",4447
"AMMECR1L",2387
"C1orf216",11145
"AHCYL1",4131
"MED14OS",2741
"TUSC8",2413
"MIR585",6139
"VDAC1",1961
"OR6S1",5347
"MANEA-DT",2034
"IRAK4",5972
"MIR4727",1743
"GPBP1",3168
"BRCA1",4251
"ZC3H13",5534
"NRSN2-AS1",6364
"TARP",9208
"RAC1",2800
"MIR4490",12466
"GOLGA2P9",2442
"ZNF114",5558
"C12orf45",4013
"RAD51",2638
"MIR4303",2498
"HLA-DMB",2589
"CD44",7129
"WDR46",5656
"RAD1",12435
"RRBP1",2370
"SHC4",7771
"LURAP1",4173
"MAN2A2",1561
"ZNF616",1223
"LINC02535",5166
"ATP6V1D",2887
"GLUD1",3901
"SLC9B1",3319
"ZHX3",3055
"CAPZB",1230
"ZNF10",3747
"TEDC2",2191
"DHFR2",3610
"LOC100287036",1231
"NUDT3",1322
"ATP4B",4929
"MCPH1",13574
"ZHX1",6909
"BCO1",3926
"FPGS",4598
"SLBP",6222
"KMT2C",2272
"SF3A2",7014
"MIR517C",2517
"LOC101928035",6905
"FOXC2",12357
"TMEM237",4532
"CETN2",2305
"IL33",1119
"SPOCK1",8249
"TP53TG5",3414
"GRM7-AS2",5175
"RPL35A",4900
"LINC01082",4596
"ALDH7A1",1686
"LINC01775",2847
"TRIM44",1698
"HMGXB3",12285
"BCAP29",4637
"ZFAND2B",1974
"OSCAR",5453
"SF3B5",2036
"ASAP1-IT2",6561
"HCG25",9841
"BST1",3447
"ANGPTL8",4740
"MRPS5",1992
"BPI",1179
"AGBL2",13720
"OVOL2",6098
"CASR",7599
"TENT5D",9517
"LINC00320",1330
"ACTL9",3979
"MICU3",1853
"SLC25A12",5501
"HSD17B7",5694
"CNR2",11188
"ELK4",5040
"NIP7",2991
"TGM7",1361
"LINC01801",11257
"EIF4B",2974
"MIR103A1",2087
"TTTY6B",7520
"STYK1",9154
"LHFPL5",3029
"DEFA1B",1863
"APOBEC3H",2685
"DHRS4",6604
"HEATR6",982
"STAP1",2849
"KRT74",6018
"COL4A3",1592
"HLA-DRB5",6123
"LTBP3",8642
"TTC22",2979
"TMEM107",11885
"IGSF8",6084
"LOC646522",12066
"TRMT5",2453
"MFAP5",5441
"BPIFA4P",2567
"SPZ1",1082
"LOC100128531",2825
"RHBDD3",2511
"GLCCI1",11189
"RAPGEF6",5098
"FAM83A",7697
"PSG8",3010
"DDO",9621
"CLLU1",9976
"CDKN2AIPNL",755
"PRODH",7115
"SNORA80E",4202
"LINC00933",3823
"LOC105375843",5422
"FAM83C",9808
"SGO1",2595
"FAR2",2793
"THEG",14361
"MARCH1",11735
"IFITM10",2142
"AWAT1",3050
"MIR1-1",2476
"TEX264",4240
"UBE4B",6067
"CARMIL3",2688
"PMS2",3831
"ELFN1-AS1",12293
"CR2",2129
"MPL",1831
"CAPSL",4034
"LINC01277",1830
"LOC646548",2518
"GAPVD1",2278
"RBM47",3472
"ASB8",663
"PLA2G2F",6502
"MIR6788",2582
"MKRN2OS",1490
"MED27",4566
"CHAD",5563
